train_loss,val_loss,train_acc,val_acc
0.011364900378882886,0.01520802192967385,0.5723127382645606,0.4276872617730715
0.0043330127533525225,0.013682445230521261,0.7594836191791169,0.24051638087639093
0.003684663105197251,0.016440518649481237,0.8169128035746762,0.18308719647501281
0.0035325359921902417,0.010750533179286868,0.7526766866747874,0.24732331339522562
0.0030773419270291925,0.00986012397846207,0.7621371952381213,0.23786280483917355
0.0018483131807297468,0.01098536055199802,0.8559794164104193,0.1440205836675007
0.0027479953215457497,0.020542745493352412,0.882013399948619,0.11798660009431627
0.003246910244692117,0.012215983080212028,0.7900192301493314,0.20998076991533943
0.0030187144054099916,0.010934388072788716,0.7836528177220592,0.2163471823496096
0.002485891220252961,0.009435245476383716,0.7914719641839373,0.2085280358999474
0.0019061819915659726,0.008000063256919383,0.8075777508471234,0.19242224925382323
0.0015584662221372128,0.009722522248607129,0.8618502070061744,0.13814979308247022
0.0019074666241183876,0.015031748914252966,0.8873934498510326,0.11260655020800203
0.0035902909201569857,0.010856442779581994,0.7514807848937275,0.24851921517549225
0.002351301100105047,0.010246640175860374,0.8133583060587638,0.18664169402061437
0.0021011722014285623,0.009544357230467721,0.8195726339849202,0.18042736610094978
0.0018315781998448073,0.008634248420875519,0.8249944064577156,0.17500559363783352
0.001291632837895304,0.008003548910934478,0.8610427560581098,0.13895724404947307
0.0013409364672843367,0.01031559234545566,0.884962625777262,0.1150373743085269
0.002258332472946495,0.010165392930619419,0.8182242121902885,0.18177578789020254
0.0019362965695559977,0.009234566194750368,0.8266654411358805,0.17333455895363825
0.0022519466986414046,0.010561312960181386,0.8242487268323611,0.17575127324568318
0.0024018755859229715,0.008952195974159985,0.7884568920495795,0.21154310803849463
0.0015311861146241426,0.008024324178881943,0.8397588336538663,0.16024116645078534
0.0012116451902315021,0.007564790231175721,0.8619433594716557,0.13805664064228584
0.0011894806772004814,0.007148723836522549,0.857345706128918,0.14265429399101193
0.000938651454076171,0.008235328172007575,0.8976832855280111,0.1023167145809929
0.0013894627557136119,0.008252816217252984,0.8558989260251593,0.14410107407855077
0.001506779384240508,0.007118599918251857,0.8253086233981128,0.1746913767178242
0.0009589807027950883,0.006496573995100334,0.8713736614477302,0.12862633868639806
0.0007192855015397072,0.00635722028571181,0.8983558378862811,0.10164416225503159
0.0008370975919999182,0.007044019549805671,0.8937843992378571,0.10621560088902848
0.0011358356339856983,0.008655983552290126,0.8840015718977243,0.11599842820440187
0.0012235475044697524,0.006620289909373969,0.8440116183241758,0.15598838180331276
0.0010589805908035486,0.006111006233422086,0.8523036908411302,0.1476963092983401
0.0007016497383825481,0.006141346958046779,0.8974645510721738,0.10253544907396106
0.000869341724505648,0.005834629670483991,0.870324368474231,0.12967563167493446
0.0006942761178128421,0.005800838470086455,0.8931079493194132,0.10689205083454867
0.0008719556612893939,0.006262071527075023,0.8777751138109865,0.12222488632918682
0.000857981395861134,0.0055147557889577,0.8653668948139916,0.13463310534292683
0.0007150664660846815,0.005798873696476221,0.8902252019315781,0.10977479822193892
0.0007286906889639794,0.005701244437228888,0.8866721553873428,0.11332784476817981
0.0006935313656926155,0.005874190645152703,0.8944030571875932,0.1055969429646667
0.0008434607960283756,0.00544824021011591,0.8659407376366712,0.1340592625222684
0.0006091797988861799,0.005494108135113493,0.9001882583004479,0.09981174186339825
0.0011112542124465108,0.005809732849616557,0.8394370337177461,0.16056296642674195
0.0005628199466504157,0.005680959107959643,0.9098590866784885,0.09014091348167108
0.0007037378098350019,0.005022687453264371,0.877106959860816,0.1228930403138131
0.0005162734890822321,0.0052632416154257955,0.9106718332494347,0.08932816692359036
0.0007372339774854482,0.005209859119588509,0.8760345659084754,0.12396543425967399
